0,1,2
415,DRDO product an oxygen source for COVID patients,"This automatic system delivers supplement oxygen based on the SpO2 levels

Defence Research and Development Organisation (DRDO) has unveiled a new product that is useful not only for Army soldiers fighting in the extreme high altitude areas, but to all those grappling with COVID crisis.

The Defence Bio-Engineering and Electro Medical Laboratory (DEBEL), Bengaluru, has developed SpO2 (Blood Oxygen Saturation) supplemental oxygen delivery system for soldiers at extreme high altitudes. This automatic system delivers supplement oxygen based on the SpO2 levels and prevents the person from sinking in to a state of ‘hypoxia’, which is fatal in most cases.

Hypoxia is a state in which the amount of oxygen reaching the tissues is inadequate to fulfil all the energy requirements of the body. This is exactly the situation that a COVID patient may face leading to the current crisis, informed an official release.

The electronic hardware of the system is designed for functioning at extreme altitudes featuring low barometric pressures, low temperatures and humidity. The software safety checks incorporated into the system are critical in ensuring the functional reliability of the system in field conditions.

The system reads SpO2 levels of the subject from a wrist-worn pulse oximeter module through wireless interface and controls a proportional solenoid valve to regulate the oxygen supply. The oxygen is delivered from a lightweight portable cylinder through nasal prongs.

The system is available in various sizes from 1 litre and 1kg weight with 150 litres of oxygen supply to 10 litres and 10 kg weight with 1,500 litres of oxygen supply, which can sustain for 750 minutes with a continuous flow of two litres per minute. Since the system is indigenously developed for operation in field conditions, it is robust, cheap and already in bulk production.

The system can be used in the household for moderate COVID patients requiring oxygen flow therapy with flow controlled at 2/5/7/10 litres per minute. The automatic usage has huge advantage in the household, as the oximeter would give an alarm for lower SpO2 value. It will automatically increase/decrease the O2 flow based on SpO2 setting, which can be auto adjusted at 2,5,7,10 litres per minute flow rate.

The simple-to-use facility greatly reduces the work load and exposure time of doctors and paramedics to monitor the SpO2 levels of patients. A moderate COVID patient requires long time moderate O2 supply 10litre/150bar–10kg–1,500 litres, which can sustain up to 750 minutes, the release added."
416,"ICU Beds At Gandhi Occupied, O2 Beds Filling Fast","Hyderabad: With over 35,000 new cases recorded in Telangana between April 15 and 22 and a rising death toll, authorities at Gandhi hospital claimed they had run out of room in ICU and the oxygen beds are also filling up fast. The live bed availability tracking link, launched by the Telangana health department on Wednesday, shows all 619 ICU beds with ventilators in Gandhi Hospital as occupied while officials said 400 vacant oxygen beds are âfilling up fastâ.âAll 619 ICU beds with ventilators are occupied at present. With patients pouring in, vacant oxygen beds are also filling,â said Gandhi hospital superintendent Dr M Raja Rao. Doctors said critical patients, as a result, cannot be shifted to ICUs as they are already at maximum capacity. âThere are patients who recover, and we are shifting them to oxygen beds. ICU beds become vacant when there are some deaths or when patients move to private hospitals. This is how we are adjusting at present,â Dr Rao added.While general beds are still available, officials said people usually donât get admitted to general wards and prefer oxygen beds out of anxiety. Doctors said they were finding it difficult to admit patients with ventilator requirement and non-invasive ventilation since Wednesday evening. Some doctors working in the Covid-19 ward claimed that the mortuary at the hospital is also running out of space.âIt is true that the mortuary has been running out of space for the past few days. It is also taking a lot of time to shift the bodies from the hospital when a patient dies, especially when the attendants are not available,â a doctor told TOI, on condition of anonymity. âThe number of positive cases due to the virulent strain is also way more than what it was last year,â she added.However, the hospital superintendent denied claims of the hospital mortuary running out of space. âIt is not true that the hospital mortuary has no space. This is only creating unnecessary panic among patients and their attendants,â the superintendent said."
417,Procuring oxygen from faraway places a challenge,"Multiple issues in transportation

Procuring oxygen from places thousands of kilometres away from Telangana is fraught with risks that could hamper the supply, senior officials of the Health department said.

They added that there could be multiple problems while procuring oxygen from Bhilai, Madhya Pradesh, which is 1,300 km in a two-way journey. “There could be problems in transportation if a lockdown is announced, or some other unforeseen issue,” the senior officials said.

Besides, insufficient number of tankers to procure it is another problem, but that is being resolved. They said that around 305 metric tonnes of oxygen were being procured currently. But considering the severity of the COVID situation, around 400 metric tonnes of oxygen would be required in the State. This was communicated to the Union Ministry of Health, a few weeks ago.

The State is supposed to get 360 metric tonnes of oxygen, which includes 125 from here and 235 from other States. But only around 180 to 190 metric tonnes is being procured from outside sources.

“Procuring oxygen from far away places has become a challenge. It takes three days to get oxygen from Bhilai, and we don’t have that kind of time in the peak of pandemic,” sources in the Health department said.

Telangana is currently allowed to get oxygen from Bhilai, Bellary (Karnataka), and a place in Odisha. “Bellary is nearest to us and we are allowed to get only 20 metric tonnes from there. But Maharashtra and Karnataka are getting a major share from there. It would be of great help if we get 50% of the requirement from a nearest source like Bellary,” sources said.

Another source said that all means were being explored to get additional tankers. “Nitrogen tankers too, might be converted into oxygen tankers. Many other ways are being explored currently. The issue with tankers would be addressed gradually in three to four days,” sources said.

Sources and Health Minister Eatala Rajender stressed that there was no shortage of oxygen, and Remdesivir, at government hospitals.

While there were only four Liquid Oxygen Tanks (LOT) in government hospitals a year ago, it increased to 22. The LOTs convert liquid oxygen into medical oxygen. Of the 22, five are self-generating LOTs. The one at Gandhi Hospital is expected to be ready in three to four days.

Regarding scarcity of oxygen at private hospitals, officials said that private hospitals rely on bulk oxygen cylinders. Corporate hospitals too, were suggested to build LOT. But only three to four have it."
418,SLBC mulling shorter hours for banking ops,"Owing to a rise in infection among staff , the State-Level Bankersâ Committee is considering limiting operations â from 10 am to 2pm. A vaccine drive for employees is also being planned. TNN"
418,‘COVID deaths due to late detection’,"Ramp up testing to curb crisis situations, says senior official

Senior Central government officer Krishnamoorthy (name changed) has been pretty active throughout the pandemic touring the national capital and various cities and villages of Telangana and Andhra Pradesh but has been infected in this current nationwide second wave.

“I always took utmost precautions and was never without a mask in public but despite my best efforts, I got the virus. My symptoms are mild and am in home quarantine but my complaint is about inadequate testing facilities and the long time it takes to get the results, which I feel is causing more hospitalisations,” he says.

The senior official, who also held key posts in the twin cities, wanted to get himself tested in a private laboratory after he realised the mild fever was refusing to go. “I went to a diagnostic centre where I was informed that while the test could be done soon, the results can be expected in 72 hours only,” he explains.

His question is — What should the probable COVID positive patient do in the meanwhile? “Isn’t there a danger of the virus spreading further in the body during this time with delayed medical assistance because of the late test result information?,” he wonders. The officer managed to take the RT-PCR test and obtain the result in less than 24 hours making use of contacts in a private hospital, following which he began the treatment protocols immediately through online consultation of a private doctor.

“Deaths are happening not because of COVID infection but due to late detection of the disease and treatment. If we can ramp up the RT-PCR testing facilities, ensure results in shortest possible time and begin medication as per doctors’ advice, online or mobile too, we can not only save lives but prevent the rush to hospitals in critical stages. If private labs have managed to enhance their capabilities in the last one year, what prevents the government to scale them up?,” he asks.

The official is of the opinion that more people are voluntarily coming forward for testing this year. So, the health department on its own or on a public-private partnership should open more testing centres and provide quicker results to cut the serpentine queues in government healthcare facilities.

(Readers can share their own experiences or suggest healthcare improvements on our Twitter handle @THHyderabad or mail them to hyderabaddesk@thehindu.co. Space permitting, a few may be carried in print edition too)"
419,Number of people in Andhra availing free Covid treatment under state scheme crosses 1 lakh,"The number of people who received free Covid-19 treatment in private hospitals in Andhra Pradesh under Arogyasri scheme crossed one lakh Thursday. The state was the first to include Covid-19 treatment in the list of illnesses covered under the state’s flagship healthcare scheme just as the pandemic started last year.

“These people were able to receive the best Covid-19 treatment for free at private hospitals under Arogyasri. In most cases the hospital bills paid by the government were more than the annual income of the affected person and his or her family,” said Health Minister A K Krishna Srinivas. Till Thursday, 1,00,033 Covid-19 patients had received free treatment in various private hospitals across the state, under this scheme. The government has spent over Rs 309 crores to pay off the bills pertaining to these individuals. Under Arogyasri, economically and socially backward families receive free health care at listed hospitals, if the medical expense exceeds Rs 1,000.

The state government is providing free treatment at all government hospitals, and the private hospitals taken over by the government due to the pandemic, irrespective of whether or not the individual is eligible under Arogyasri. However, exclusively under the Arogyasri scheme, so far, 1,00,033 Covid-19 affected persons who chose to go to a private hospital not taken over by the government, have been treated. The scheme permitted some critically ill persons to receive treatment even at expensive hospitals such as Apollo Hospitals. In Nellore District, Manda Ramaiah (49) got admitted to Apollo Speciality Hospitals and his medical expenses of Rs 5,87,534 were paid by the state government through Arogyasri. Sheik Nazeer’s bills of Rs 4,68,312 were also approved under the scheme. One of the main criteria to be eligible for enrolment in Arogyasri is that the family’s income should be less than Rs 5 lakh per annum. Officials said that the huge hospital bills of Covid-19 patients would have brought financial ruin to such families as they would have had to spend an year’s income on treatment if they were not eligible for free treatment. The state which brought down the number of positive cases to less than 50 in the second week of February is witnessing a huge resurgence in Covid-19 positive cases. On Thursday, the state reported 10,759 cases and 29 Covid-related deaths. The total number of cases in the state so far is 9,97,462.

Alarmed at the drastic increase, a Group of Ministers (GoM) headed by the health minister discussed key issues in containing the virus, steps to be taken to bring down the number of cases, oxygen supply, testing, vaccination and shall present the recommendations to Chief Minister YS Jagan Mohan Reddy. The minister said that certain measures were taken to ensure that there is no shortage of oxygen or medicines in hospitals across the state, adding that the oxygen supply is in-line with the requirement level. Currently, the state needs 360 metric tons of oxygen and there is no problem for government hospitals, he said, adding that the Centre will provide assistance to set up a new oxygen plant in the state. He said that the government has been trying to complete the vaccination programme faster. So far, over 49 lakh people have been vaccinated in Andhra Pradesh. The minister also warned that strict action would be taken against private hospitals if they charge more than the prescribed prices and asked them to act humanely during the pandemic."
420,Bodies keep coming to cremation grounds,"Workers at cremation grounds clearing open space to carry out funeral rites

At 06:10 p.m. on Thursday, 12 bodies were in the process of being cremated at the COVID-designated ESI Cremation Grounds in Hyderabad.

“12 bodies are being cremated in my shift. I cannot reveal information about how many bodies were burnt throughout the day as I am not authorised to speak,” said a staffer who keeps track of paperwork at the cremation ground.

The number of bodies flowing in for cremations is such that workers at the cremation ground are clearing open space to carry out the funeral rites. The workers broke from the tradition of conducting funerals on the platforms which are numbered. The cremation ground has two locations where there are raised platforms where funerals are carried out. Three funerals were being carried out in the open ground behind the trees and shrubs.

“There is a constant stream of ambulances and red funeral vans. Earlier, there used to be two or three funerals in a day. Now, I have stopped counting the number of bodies that are coming here,” said a juice vendor at the entrance of the funeral ground.

According to Health bulletin, 23 persons lost their lives to COVID on April 21 across the State and 5,567 tested positive.

There are three designated cremation grounds for Hindus at Amberpet, Bansilalpet and the ESI Cremation Ground.

An official manning the Telangana Waqf Board Helpline for burials refused to share details about the burials, saying he was not authorised to give out the information."
421,Brahmotsavams at Chilkur Balaji temple begins,"The Chilkur Balaji temple is located on the banks of the century-old Osmansagar reservoir, about 25km from the... Read More

HYDERABAD: A seven-day annual âBrahmotsavamsâ at Chilkur Balaji temple, popularly known as â Visa Balaji temple â began on Thursday.

The temple is located on the banks of the century-old Osmansagar reservoir, about 25km from the Hyderabad city.

Amid the chanting of Vedic hymns, the templeâs main archakas and rithviks offered special prayers to Lord Balaji at the sanctum-sanctorum and then started âDhwajarohanam,â the main ritual, which signals the beginning of the âBrahmotsavamsâ by hoisting the 'Garuda' flag atop the 'dwajasthambam' (flag mast).

M V Soundararajan, the chief priest of the shrine, told TOI that temple priests and other staff will follow Covid-19 precautionary measures, only a few devotees will be alloding during the festival.d to be allowed few devotees, strictly during seven-day long Utsavams.

"
434,"BJP MLA slams Serum India over anti-COVID vaccine pricing, calls its CEO Adar Poonawalla ‘dacoit’","Upset over anti-coronavirus vaccine pricing by the Serum Institute of India (SII), a BJP MLA has compared its CEO Adar Poonawalla with a “dacoit” and asked the government to “acquire” the company under the Epidemic Diseases Act.

Gorakhpur MLA Radha Mohan Das Agrawal made the remarks after SII on Wednesday announced a price of Rs 600 per dose for Covishield supplies to private hospitals and Rs 400 per dose to state governments.

“@adarpoonawalla you are worse than a dacoit. @PMOIndia @AmitShah @blsanthosh @drharshvardhan should acquire your factory under epidemic act,” the MLA, who is also a doctor, said in a tweet in Hindi on Wednesday.

In a series of tweets, Agrawal also referred to the Swaminathan Commission’s formula for agriculture costs and prices.

The world’s largest vaccine maker announced pricing of AstraZeneca shots it manufactures at its Pune facility, following the government decision to open up inoculation to all citizens above 18 years of age."
434,"Ghaziabad runs out of ICU beds, records over 1,000 Covid-19 cases","Ghaziabad’s intensive care beds are almost full while the overall occupancy of Covid-19 beds was around 80%, according to official data released on Thursday.The district has 38 Covid hospitals, four of which are public. It has 2,909 beds, of which 2,326 are occupied. Only 38 of the 563 beds remained vacant on Thursday night.“That vacancy is mainly because there is no oxygen for those beds,” said an officer from the health department who did not wish to be named. “It is not like as if there are no people who do not need an ICU bed. They are forced to look for beds in other districts due to the oxygen crisis.” The state control room records indicate that the district on Thursday witnessed its highest single-day spike of 1023 cases and eight deaths. The experts said that with rising number of daily cases, there is urgent need for more beds, but regularisation of oxygen supply is a major roadblock in increase of beds. “The conditions on the ground is a major concern. During present times, we must make optimum use of resources. Beds cannot be increased if regular oxygen supply is not ensured and as a result patients will keep roaming around in search of beds. There are hospitals which cannot use ICU beds because of lack of oxygen supply. So, people occupying beds without any major symptoms should leave it for others,” said Dr VB Jindal, former president of Indian Medical Association (Ghaziabad). “Administration should gear up and rope in charitable institutions or NGOs for more beds. The cases are expected to rise further, and we expect that they will reach peak by start of mid of May,” he added. “The trend is headed towards a peak which is higher than the one witnessed last year and some studies indicate that peak will be reach in May. So, we have to wait and watch. Roping in more beds will mean that oxygen supply is to be regularised and it is expected that it is expected to take couple of days as per developments taking place. All precautions are must in present times,” said Dr Lalit Kant, the former epidemiology and communicable diseases head at the Indian Council for Medical Research (ICMR). District magistrate Ajay Shankar Pandey did not respond to calls and detailed query raised to him about the issue of occupancy, new beds and lack of oxygen supply. Shailendra Kumar Singh, additional district magistrate (city) also did not take calls for a response. “The chief minister held a video conferencing on Thursday evening and directed officials that beds of L2 and L3 category need to be increased besides every hospital must display the availability at their premises. An order will be issued soon. He has also directed that RT-PCR testing also need to be increased,” said an officer from health department who wished not to be named.The sample positivity rate, number of positive samples per 100 tests, in the district in April till date was 5.71% on Thursday. The district suffered eight deaths due to Covid-19, taking its total death count to 125.As per state control room records, it took two days each for the total case count to jump from 29000 to 30000, 30000 to 31000 and 31000 to 32000. On Thursday, the district reached an overall tally of 33000 cases in a single day which is fastest achieved since March last year."
435,UP showcases defence corridor to British firms,"Uttar Pradesh Cabinet minister for MSME and export promotion Sidharth Nath Singh on Thursday showcased the state’s potential and facilities being provided to investors willing to invest in the defence corridor project. The United Kingdom’s minister for exports Graham Stuart and representatives of around 120 British defence, aerospace and security companies were also present at the virtual conference organised jointly by the state government and UK India Business Council (UKIBC) in this connection.Singh mentioned the ease of doing business rating in which Uttar Pradesh was now ranked the second best state in India. Graham Stuart asserted that UK, with its huge technology advantage, was the world’s second-largest defence exporter, as well as the third largest security equipment exporter, all across the globe. He showed UK’s eagerness to do more business with Uttar Pradesh by way of trade as well as investment relationship. Awanish Awasthi, additional chief Secretary (Home) and chief executive officer of Uttar Pradesh Expressways Industrial Development Authority (UPEIDA), was also present at the meeting.He presented the state’s case, mentioning the availability of land, labour, electricity, infrastructure, skilled manpower and support of the state government. Additional chief secretary (MSME and Export Promotion) Navneet Sehgal was also present at the meeting. Jayant Krishna, UKIBC’s Group CEO, stated that the UK’s defence and security firms could leverage the British technology and co-manufacture products here in a joint UK-India development team for manufacture in the defence corridor.Dominic Beales, first secretary (Defence and Security) at the British High Commission, was also present."
436,"Supply poor, private hospitals still face oxygen shortage in Ghaziabad and Noida"," Many private hospitals in Ghaziabad and Noida continued to face shortage of oxygen on Thursday as supplies could not keep with demand in view of the surge in Covid-19 cases in the national capital region.Officials of several hospitals in both the cities said that they are trying to arrange for oxygen on hourly basis even as family members of the patients were running pillar to post to procure oxygen cylinders. In Ghaziabad, officials familiar with the development said that the city currently requires 59 tonnes of oxygen daily, but supply is only about 30-35 tonnes per day. Shailesh Kumar, father of an 18-year-old girl, was in tears outside Avantika Hospital in Indirapuram and desperately seeking any arrangement for oxygen. “The hospital told us that there is no oxygen supply, and we should try elsewhere. How will she get the treatment now? She was admitted here since April 17,” he said. Many hospitals in the city face similar situation. “We have never faced such conditions with oxygen left for few hours and we are trying to arrange each and every cylinder we can. We have asked patients to make arrangements elsewhere. We have 35 patients and one of them left while others are trying to arrange oxygen on their own,” said Dr Yuvraj Sharma, managing director of Avantika Hospital. “At present, we are depending on and arranging for hourly supplies. The district administration is also trying to arrange oxygen for us. Many hospitals face similar issues,” Sharma said, adding that a minimum of 30 cylinders are required each day for Covid treatment. Nearby Shanti Gopal Hospital in Ahimsa Khand II also faced similar issues. “We have intimated patients about the issue of oxygen and have discharged patients who didn’t require emergency services. There are 25 Covid beds, but we have oxygen supply only for six hours. The administration got arranged 15 cylinders and we also arranged similar numbers. So, we will be able to manage till Friday afternoon. Only nine of 22 patients are left now,” said Dr Sanjay Garg, one of the directors at Shanti Gopal Hospital. “Even empty cylinders are not available at present so that we can get them refilled on our own,” Dr Garg added. Despite repeated attempts, Ghaziabad district magistrate Ajay Shankar Pandey did not respond to calls and text messages. Shailendra Kumar Singh, additional district magistrate (city) and nodal officer for oxygen supplies, also did not respond to calls. However, officials of the district industries department said that 150 empty cylinders of seven cubic metres each were sent to Muzaffarnagar for refilling and once they reach Ghaziabad, they will be supplied to hospitals as per requirement. “We also have 60 empty cylinders of 60 cubic metres each and one empty tank with 20 tonne capacity. These can be refilled and can also be put to use for supply to hospitals,” said Virendra Kumar, general manager of district industries department.In Noida, the managements of Kailash Hospital in Sector 27 and Prakash Hospital in Sector 33 announced that it was difficult to function without adequate supply. Prakash Hospital said that its Noida facility has 55 Covid-19 patients and Greater Noida hospital has 85 positive patients. “For the last few days, the two hospitals have been facing serious difficulties in getting adequate and regular supply of oxygen. Our supplier is situated in Faridabad. On Thursday, the supplier said they could not give us oxygen as they have to supply the gas to Haryana hospitals,” said Ayush Chauhan, executive director, Prakash Hospital. In the afternoon, Prakash Hospital’s Noida facility had two and a half hours of oxygen supply, and Greater Noida facility hospital had three hours of oxygen supply, Chauhan said, adding that they were working on sourcing oxygen from other vendors. “We have shifted around 12 patients from Noida hospital and five patients from Greater Noida hospital to other hospitals,” said Chauhan. While the present requirement of oxygen in Gautam Budh Nagar is 60 metric tonnes (MT) a day, the supply is about 10 MT. Dr Shweta, in-charge of oxygen/medicine availability, GB Nagar, said Prakash Hospital had faced oxygen shortage since morning. “We provided them 80 oxygen cylinders and resumed supply. They shifted some patients to other hospitals for safety,” she said. Kailash Hospital at one point had only four to five hours of oxygen. “We’ve four hospitals in GB Nagar. All of them are suffering from the lack of oxygen. We have 450 patients and we’ve stopped new admissions due to the shortage. We are even ready to buy oxygen at inflated rates but the supply is restricted,” said Dr Ritu Bohra, Kailash Hospital’s group medical director.VB Joshi, Kailash Hospital spokesperson, said they had not shifted any patient on Thursday.Meanwhile, there were several patients who are doing rounds of hospitals but not getting beds. “My relatives have run from one hospital to the other with my mother-in-law (aged 70 and a resident of Rajendra Nagar) who is suffering fever and low oxygen levels, but they could not find any hospital. All hospitals said that oxygen supply is running out,” said Nitin Ashu, a resident of Pratap Vihar in Ghaziabad. Under the present circumstances, families have arranged for oxygen cylinders on their own. “For the past four days my mother is not able to move out of bed. No hospital is admitting her citing lack of oxygen supply. So, I arranged for a cylinder at home and it lasts four hours. Once it gets finished, I rush to Navyug Market to get it refilled,” said Prateek Kaushik, a resident of Delhi Gate locality. On Thursday, GB Nagar recorded 11 deaths and 530 positive cases. There are 4,088 active cases in the district now.Swati Maliwal, chairperson Delhi Commission for Women, tweeted, “My nana died waiting for emergency support in front of Sharda Hospital in Greater Noida. I kept standing there for half an hour and pleading for admission and nothing happened. Shame! Pathetic!”Ajit Kumar, Sharda Hospital spokesperson, said that all the beds were occupied in the hospital. “The hospital management was trying to arrange a bed for the patient. The patient was in a critical condition and he died before admission,” he said."
439,ICMR gets nod for drone trials for delivering vaccines,"The Ministry of Civil Aviation and the Directorate General of Civil Aviation (DGCA) have granted permission to the Indian Council of Medical Research to conduct trials for delivery of COVID-19 vaccines using drones.

The ICMR will conduct the feasibility study in collaboration with IIT Kanpur for which permission has been granted for one year.

Drones in the country are allowed to be used within the visual range, and agencies have to seek special permission from the Civil Aviation Ministry for conducting trials beyond the visual line of sight."
440,Plea in Supreme Court seeks judicial probe into Nashik hospital oxygen leak,"Twenty-two COVID-19 patients suffocated to death when oxygen supply stopped due to malfunction

A plea has been filed in the Supreme Court seeking an independent judicial enquiry into the oxygen leak incident in a Nashik hospital that killed 22 patients.

The PIL petition filed by NGO ‘Save Them India Foundation’ has sought setting up a three-member commission under the chairmanship of a retired Supreme Court judge to probe the incident.

The plea, filed through advocate Vishal Tiwari, has also sought directions to initiate policies and guidelines for the channelised, administered distribution of medical equipment and to set up a technical committee for the monitoring of medical equipment crisis.

Twenty-two COVID-19 patients, who were either on ventilator or oxygen support, suffocated to death on Wednesday when their oxygen supply stopped suddenly because of a malfunction in the main storage at a civic-run hospital at Nashik in Maharashtra.

The incident occurred in the afternoon at Dr. Zakir Husain Hospital in the Dwarka area of the city.

“The country is witnessing deficiency pertaining to the medical equipment along with failed distribution policy leading to greater consequences and on the other hand, negligent action of the hospital authorities leading to leakage of oxygen and death of COVID-19 patients.

“Such a situation has led to the violation of fundamental rights of the citizens of this country prima facie the right to health care, right to life enshrined under Article 21,” the plea said.

The petition has also sought registration of an FIR in the matter under Sections 304 (culpable homicide not amounting to murder) and 304A (causing death by negligence)."
441,"Google Meet to get refreshed UI, video background replacement feature, and more","Google Meet (Web) is all set to get a redesigned UI in May. The company has announced in a blog post that a host of new features will also be added to the Web version. Google will also be rolling out the new background for video calls for its Web and mobile versions. Google Meet on the web will soon be able to detect when a user appears underexposed and enhance the brightness to improve their visibility.

The low-light mode feature is already available for the mobile version. The Light adjustment feature will be released to Meet in the coming weeks. There will also be an AI-based feature, which Google says will help others see you more clearly by zooming in and positioning you squarely in front of your camera. The feature is called Autozoom. However, this will only be available for Google Workspace (paid) subscribers in the coming months.

Users will also witness a new Data Saver feature, which will be rolled out this month. This feature limits data usage on mobile networks to allow you and the person you are calling to save on data costs. This feature could help save some data during video calls.

Last month, the search added a background replace feature for both Android and iOS devices. Now, Google is all set to add the ability to replace the background with a video, which sounds cool. The feature will be made available in the coming weeks.

“Video background replacement can help you maintain privacy for what’s behind you while also making your video calls more fun. There will initially be three options to choose from: a classroom, a party and a forest, with more on the way soon,” the company said.

Apart from these, Google Meet will also offer an option to resize, reposition or hide your own video feed. “When doing so, you can use the freed-up space to see even more people on the call,” Google said."
441,"New Zoom update brings more emojis, Vanishing Pen tool and other features","Zoom is releasing a new update, which brings a number of new features, bug fixes and improvements. These include a new annotation tool, expanded management capabilities for Zoom Chat, a full emoji suite for reactions, a call history, voicemail and recordings recovery option, and more. Read on to know more about what all you will get with the upcoming Zoom app update.

In a blog post, Zoom has detailed all the features and improvements. The popular video calling app has added a Vanishing Pen Annotation feature, which can be used to highlight text or objects on the shared screen without having to undo or erase highlight annotations.

When you use the Vanishing Pen to highlight text or objects, the highlight will disappear over time, allowing you to direct attendees’ attention without needing to constantly undo or erase your annotations. One will also witness this feature in Zoom Video Webinars, apart from Zoom meetings. The feature is accessible on platforms like Windows, macOS, and Linux.

The Zoom app users will also be to create straight lines and perfect shapes when annotating on a tablet using the Zoom mobile app with Whiteboard Auto-shapes. The latter automatically corrects your annotations into their intended shape. “This provides organizations with a valuable tool for live whiteboarding during all-hands, training meetings, and customer/sales webinars, the company said. This one is available for both Android and iOS."
442,"Apple Plans Notifications, iPad Home Screen Upgrades for iOS 15","Apple Inc. is readying a major revamp of its iOS 15 mobile software that will include an upgrade to how users handle notifications, a redesigned iPad Home Screen, an updated Lock Screen, and additional privacy protections for its flagship devices, according to people with knowledge of the matter.

The in-development changes are planned to be included in iOS 15 and iPadOS 15, forthcoming major software updates for the iPhone and iPad. The Cupertino, California-based technology giant will announce the software updates, codenamed Sky, at its upcoming Worldwide Developers Conference beginning June 7, the people said. They asked not to be identified discussing internal matters.

Apple rolls out major software updates for all of its key devices annually as a way to keep people glued to its ecosystem, sell more devices and encourage developers to create new apps. Apple typically releases the upgrades around September, near the launch of new iPhones. Given that WWDC is several weeks away, the company could still choose to alter features or delay them to a later update. An Apple spokeswoman declined to comment.

The company is planning a new feature that will allow users to set different notification preferences, such as if the phone makes a sound or not, depending on their current status. The enhancement will come in the form of a new menu that lets users select if they are driving, working, sleeping or custom categories of their choosing. The menu will be shown on the updated Lock Screen and in Control Center, the iPhone and iPad’s menu for quickly accessing settings.

There will also be an option to set automatic replies to messages depending on their status. That will be an improvement over the current auto-reply feature, which is only currently available while driving. Apple has added some unique notifications features such as Do Not Disturb and Sleep Mode, but this will mark the first time the company offers a systemwide feature for changing notifications depending on a user’s status.

The company is also working on upgrades to iMessage with the eventual goal of acting as more of a social network and better competing with Facebook Inc.’s WhatsApp. Those changes are still early in development and could come later, the people said.

The iPad line, which gained new iPad Pro models earlier this week, will also see software changes. The company is planning the most significant update to the device’s Home Screen since first launching the product in 2010. Following a similar feature for the iPhone introduced last year, Apple plans to let users place widgets — miniature apps that can display the weather, upcoming appointments, stock tickers and other data — anywhere on the Home Screen. Users will also be able to replace the entire app grid with only widgets.

More privacy protections are coming, too. One new feature in the works is a new menu that will show users which apps are silently collecting data about them. While Apple has increased the privacy of its devices in recent years, thousands of apps have been identified that use special trackers that can collect and share data such as phone numbers and location. The new feature is designed to cut down on that.

Apple is also planning a more minor update to macOS after its redesign last year, and updates to Apple Watch and Apple TV software."
442,Microsoft Teams update for macOS now lets users share system sounds,"The ability to share system sounds had always been a feature for windows users. Now mac users will get to use the feature as well. (Image Source: Microsoft Teams)

Microsoft Teams users will soon be receiving a new update on macOS that follows the last late-March update. The new update now brings support for users to share their system audio with other users. The company also confirmed that a future update will enable native notifications in the macOS version of the Teams.

A report on Windows Latest has shared that the latest Microsoft Teams version on the Mac systems allows sounds to be shared during a Teams meeting when a user is sharing their screen. The feature, that allows a more immersive take on the screen sharing tool, is something Mac users had been waiting for for a long time.

Windows users have had the Microsoft Teams feature for a long time and users are able to share their screen along with the system audio. This even includes audio from any media files that a user plays.

You can still choose to not share system sounds

While the feature is now available, users will still have the choice to share their screen without the sound. If they wish to only share the screen like before and not any system sounds, users can simply choose to share their screens without sound.

Support for native system notifications on the way

Microsoft also recently confirmed that macOS users will also get native system notifications with Microsoft Teams in a future update. Native notification support began rolling out to Windows 10 users this month and the feature is expected to arrive soon on macOS soon as well.

Microsoft Teams on macOS currently uses its own notification system. This system is not fully integrated with Apple’s own operating system. With native notifications, alerts from Microsoft Teams will show up in the macOS notification center alongside other messages.

There is no officially confirmed date for this update as of now. However, Microsoft has said it could come in April. Support for the new M1 chips is also unclear at this point."
